"Step","experiment_12 - Training Loss / Epoch","experiment_12 - Training Loss / Epoch__MIN","experiment_12 - Training Loss / Epoch__MAX","experiment_11 - Training Loss / Epoch","experiment_11 - Training Loss / Epoch__MIN","experiment_11 - Training Loss / Epoch__MAX","experiment_10 - Training Loss / Epoch","experiment_10 - Training Loss / Epoch__MIN","experiment_10 - Training Loss / Epoch__MAX","experiment_9 - Training Loss / Epoch","experiment_9 - Training Loss / Epoch__MIN","experiment_9 - Training Loss / Epoch__MAX","experiment_8 - Training Loss / Epoch","experiment_8 - Training Loss / Epoch__MIN","experiment_8 - Training Loss / Epoch__MAX","experiment_7 - Training Loss / Epoch","experiment_7 - Training Loss / Epoch__MIN","experiment_7 - Training Loss / Epoch__MAX","experiment_6 - Training Loss / Epoch","experiment_6 - Training Loss / Epoch__MIN","experiment_6 - Training Loss / Epoch__MAX","experiment_5 - Training Loss / Epoch","experiment_5 - Training Loss / Epoch__MIN","experiment_5 - Training Loss / Epoch__MAX","experiment_4 - Training Loss / Epoch","experiment_4 - Training Loss / Epoch__MIN","experiment_4 - Training Loss / Epoch__MAX","experiment_3 - Training Loss / Epoch","experiment_3 - Training Loss / Epoch__MIN","experiment_3 - Training Loss / Epoch__MAX"
"298","3.52484911329606","3.52484911329606","3.52484911329606","3.544847718285173","3.544847718285173","3.544847718285173","3.547256666985924","3.547256666985924","3.547256666985924","3.5520952531443837","3.5520952531443837","3.5520952531443837","3.563257522900086","3.563257522900086","3.563257522900086","3.4982782004739317","3.4982782004739317","3.4982782004739317","3.560636636851084","3.560636636851084","3.560636636851084","3.624859365660821","3.624859365660821","3.624859365660821","3.5882770853579196","3.5882770853579196","3.5882770853579196","3.549050061599068","3.549050061599068","3.549050061599068"
"304","3.5143975833492815","3.5143975833492815","3.5143975833492815","3.532951547056818","3.532951547056818","3.532951547056818","3.5399764050608096","3.5399764050608096","3.5399764050608096","3.543496784651676","3.543496784651676","3.543496784651676","3.554641758999251","3.554641758999251","3.554641758999251","3.4854081045941014","3.4854081045941014","3.4854081045941014","3.5528588816333","3.5528588816333","3.5528588816333","3.6150850728344732","3.6150850728344732","3.6150850728344732","3.5787474136523274","3.5787474136523274","3.5787474136523274","3.5415340204677923","3.5415340204677923","3.5415340204677923"
"310","3.504727563284852","3.504727563284852","3.504727563284852","3.521954519364535","3.521954519364535","3.521954519364535","3.5337098193595478","3.5337098193595478","3.5337098193595478","3.533183650287521","3.533183650287521","3.533183650287521","3.5469077163949954","3.5469077163949954","3.5469077163949954","3.4780393905956726","3.4780393905956726","3.4780393905956726","3.5444648863409487","3.5444648863409487","3.5444648863409487","3.6049313981209874","3.6049313981209874","3.6049313981209874","3.5695582829472965","3.5695582829472965","3.5695582829472965","3.5335857002326594","3.5335857002326594","3.5335857002326594"
"316","3.4944998089919617","3.4944998089919617","3.4944998089919617","3.5107778505900935","3.5107778505900935","3.5107778505900935","3.527398323463967","3.527398323463967","3.527398323463967","3.5269517514406874","3.5269517514406874","3.5269517514406874","3.537832527514309","3.537832527514309","3.537832527514309","3.4705632921984737","3.4705632921984737","3.4705632921984737","3.5315343037895532","3.5315343037895532","3.5315343037895532","3.593681714114021","3.593681714114021","3.593681714114021","3.5570804341065","3.5570804341065","3.5570804341065","3.525487852523394","3.525487852523394","3.525487852523394"
"322","3.4845607948425177","3.4845607948425177","3.4845607948425177","3.4995791979153137","3.4995791979153137","3.4995791979153137","3.5173648364098784","3.5173648364098784","3.5173648364098784","3.5187011216302664","3.5187011216302664","3.5187011216302664","3.5296039928865555","3.5296039928865555","3.5296039928865555","3.458444744424747","3.458444744424747","3.458444744424747","3.5238023438417088","3.5238023438417088","3.5238023438417088","3.584453527274949","3.584453527274949","3.584453527274949","3.5468137450230395","3.5468137450230395","3.5468137450230395","3.517238289498917","3.517238289498917","3.517238289498917"
"328","3.475472079518506","3.475472079518506","3.475472079518506","3.4901524422418735","3.4901524422418735","3.4901524422418735","3.512532313156616","3.512532313156616","3.512532313156616","3.5071912278299746","3.5071912278299746","3.5071912278299746","3.520571597091987","3.520571597091987","3.520571597091987","3.4482434384353327","3.4482434384353327","3.4482434384353327","3.5131213372320773","3.5131213372320773","3.5131213372320773","3.5750861299007446","3.5750861299007446","3.5750861299007446","3.539700538605985","3.539700538605985","3.539700538605985","3.510476580361271","3.510476580361271","3.510476580361271"
"334","3.467905598833128","3.467905598833128","3.467905598833128","3.4814431883794876","3.4814431883794876","3.4814431883794876","3.5038664868420653","3.5038664868420653","3.5038664868420653","3.500698786867244","3.500698786867244","3.500698786867244","3.5138691459470395","3.5138691459470395","3.5138691459470395","3.43914284791483","3.43914284791483","3.43914284791483","3.503910780867652","3.503910780867652","3.503910780867652","3.5629144733214315","3.5629144733214315","3.5629144733214315","3.530843946330078","3.530843946330078","3.530843946330078","3.5014990519379716","3.5014990519379716","3.5014990519379716"
"340","3.4573095372265867","3.4573095372265867","3.4573095372265867","3.473217565385277","3.473217565385277","3.473217565385277","3.498559728912685","3.498559728912685","3.498559728912685","3.4927403106713846","3.4927403106713846","3.4927403106713846","3.506959319724451","3.506959319724451","3.506959319724451","3.432373695666223","3.432373695666223","3.432373695666223","3.4944044135110763","3.4944044135110763","3.4944044135110763","3.5531104117098367","3.5531104117098367","3.5531104117098367","3.522489289493512","3.522489289493512","3.522489289493512","3.4931811518071556","3.4931811518071556","3.4931811518071556"
"346","3.449800077301767","3.449800077301767","3.449800077301767","3.4632264079950046","3.4632264079950046","3.4632264079950046","3.4909591113819793","3.4909591113819793","3.4909591113819793","3.4834666764339826","3.4834666764339826","3.4834666764339826","3.5000870316229817","3.5000870316229817","3.5000870316229817","3.4212150467021387","3.4212150467021387","3.4212150467021387","3.4873297531586473","3.4873297531586473","3.4873297531586473","3.5415292255713813","3.5415292255713813","3.5415292255713813","3.5163633259361053","3.5163633259361053","3.5163633259361053","3.4847024508449427","3.4847024508449427","3.4847024508449427"
"352","3.4427058047345835","3.4427058047345835","3.4427058047345835","3.4552048017911594","3.4552048017911594","3.4552048017911594","3.482808137793675","3.482808137793675","3.482808137793675","3.4765638085582373","3.4765638085582373","3.4765638085582373","3.4894356822113854","3.4894356822113854","3.4894356822113854","3.4110838668730556","3.4110838668730556","3.4110838668730556","3.480589104735333","3.480589104735333","3.480589104735333","3.5315139360744934","3.5315139360744934","3.5315139360744934","3.5061869462737647","3.5061869462737647","3.5061869462737647","3.4764902988053343","3.4764902988053343","3.4764902988053343"
"358","3.434829703377336","3.434829703377336","3.434829703377336","3.446465122730226","3.446465122730226","3.446465122730226","3.4787647696712134","3.4787647696712134","3.4787647696712134","3.468667784615246","3.468667784615246","3.468667784615246","3.482867721096634","3.482867721096634","3.482867721096634","3.403833205132838","3.403833205132838","3.403833205132838","3.471249692275396","3.471249692275396","3.471249692275396","3.5211790284842177","3.5211790284842177","3.5211790284842177","3.497587483252406","3.497587483252406","3.497587483252406","3.4670160289310736","3.4670160289310736","3.4670160289310736"
"364","3.4290260128352954","3.4290260128352954","3.4290260128352954","3.4360958072535523","3.4360958072535523","3.4360958072535523","3.4688323659970024","3.4688323659970024","3.4688323659970024","3.4618055079599173","3.4618055079599173","3.4618055079599173","3.4770096854480634","3.4770096854480634","3.4770096854480634","3.39169861715468","3.39169861715468","3.39169861715468","3.4649250034785943","3.4649250034785943","3.4649250034785943","3.512082945355369","3.512082945355369","3.512082945355369","3.4918198091599644","3.4918198091599644","3.4918198091599644","3.459783216571564","3.459783216571564","3.459783216571564"
"370","3.4185026182847866","3.4185026182847866","3.4185026182847866","3.4288384563782635","3.4288384563782635","3.4288384563782635","3.4628446294218684","3.4628446294218684","3.4628446294218684","3.4535336451762166","3.4535336451762166","3.4535336451762166","3.4687485740617716","3.4687485740617716","3.4687485740617716","3.3851467947215985","3.3851467947215985","3.3851467947215985","3.456607510671591","3.456607510671591","3.456607510671591","3.5019281239765685","3.5019281239765685","3.5019281239765685","3.4832838316402777","3.4832838316402777","3.4832838316402777","3.453527684711739","3.453527684711739","3.453527684711739"
"376","3.4140445320197688","3.4140445320197688","3.4140445320197688","3.4180428006155106","3.4180428006155106","3.4180428006155106","3.4571715123818048","3.4571715123818048","3.4571715123818048","3.4466643973689557","3.4466643973689557","3.4466643973689557","3.4613665546602603","3.4613665546602603","3.4613665546602603","3.375162444456154","3.375162444456154","3.375162444456154","3.4475203191532806","3.4475203191532806","3.4475203191532806","3.4917208739863637","3.4917208739863637","3.4917208739863637","3.4778977269711704","3.4778977269711704","3.4778977269711704","3.4450195110057624","3.4450195110057624","3.4450195110057624"
"382","3.4065918324853453","3.4065918324853453","3.4065918324853453","3.4131594164597105","3.4131594164597105","3.4131594164597105","3.448886729262369","3.448886729262369","3.448886729262369","3.440057737138265","3.440057737138265","3.440057737138265","3.454330240064265","3.454330240064265","3.454330240064265","3.3681023346493615","3.3681023346493615","3.3681023346493615","3.4407851711258557","3.4407851711258557","3.4407851711258557","3.4823603559942806","3.4823603559942806","3.4823603559942806","3.472838994487167","3.472838994487167","3.472838994487167","3.436654614975385","3.436654614975385","3.436654614975385"
"388","3.3970426208222917","3.3970426208222917","3.3970426208222917","3.4038861368013467","3.4038861368013467","3.4038861368013467","3.4443507563427587","3.4443507563427587","3.4443507563427587","3.4352420223948292","3.4352420223948292","3.4352420223948292","3.448131818600628","3.448131818600628","3.448131818600628","3.3599255322800268","3.3599255322800268","3.3599255322800268","3.4334955870952752","3.4334955870952752","3.4334955870952752","3.4725989335028413","3.4725989335028413","3.4725989335028413","3.4631210138730686","3.4631210138730686","3.4631210138730686","3.4284069986294603","3.4284069986294603","3.4284069986294603"
"394","3.3904934862385625","3.3904934862385625","3.3904934862385625","3.394608719879404","3.394608719879404","3.394608719879404","3.4369141348182697","3.4369141348182697","3.4369141348182697","3.4255730892386276","3.4255730892386276","3.4255730892386276","3.4403365316903196","3.4403365316903196","3.4403365316903196","3.3516690243235634","3.3516690243235634","3.3516690243235634","3.4292859631731076","3.4292859631731076","3.4292859631731076","3.464920401573181","3.464920401573181","3.464920401573181","3.4602488617762885","3.4602488617762885","3.4602488617762885","3.4215545169532757","3.4215545169532757","3.4215545169532757"
"400","3.383063036157652","3.383063036157652","3.383063036157652","3.3897420427073603","3.3897420427073603","3.3897420427073603","3.427401655775202","3.427401655775202","3.427401655775202","3.417525793280443","3.417525793280443","3.417525793280443","3.4340011997296074","3.4340011997296074","3.4340011997296074","3.3441868331426243","3.3441868331426243","3.3441868331426243","3.4211643080577216","3.4211643080577216","3.4211643080577216","3.4536723819230217","3.4536723819230217","3.4536723819230217","3.451675974194656","3.451675974194656","3.451675974194656","3.413879632644946","3.413879632644946","3.413879632644946"
"406","3.3760573467635133","3.3760573467635133","3.3760573467635133","3.3795368729345023","3.3795368729345023","3.3795368729345023","3.42287540039443","3.42287540039443","3.42287540039443","3.4117813439625304","3.4117813439625304","3.4117813439625304","3.4274436619580553","3.4274436619580553","3.4274436619580553","3.3363831979234506","3.3363831979234506","3.3363831979234506","3.4127301834428403","3.4127301834428403","3.4127301834428403","3.4464186960474","3.4464186960474","3.4464186960474","3.4441045415980738","3.4441045415980738","3.4441045415980738","3.406354344409445","3.406354344409445","3.406354344409445"
"412","3.370853692674271","3.370853692674271","3.370853692674271","3.372224524807747","3.372224524807747","3.372224524807747","3.4169076583574496","3.4169076583574496","3.4169076583574496","3.4054765408606174","3.4054765408606174","3.4054765408606174","3.420947152025559","3.420947152025559","3.420947152025559","3.3265702325059934","3.3265702325059934","3.3265702325059934","3.4073273083742928","3.4073273083742928","3.4073273083742928","3.435793163831277","3.435793163831277","3.435793163831277","3.4367068990722034","3.4367068990722034","3.4367068990722034","3.398652777037657","3.398652777037657","3.398652777037657"
"418","3.363173286628235","3.363173286628235","3.363173286628235","3.3623439024781328","3.3623439024781328","3.3623439024781328","3.410815954208374","3.410815954208374","3.410815954208374","3.3981717020044546","3.3981717020044546","3.3981717020044546","3.412403147848671","3.412403147848671","3.412403147848671","3.3195774049100364","3.3195774049100364","3.3195774049100364","3.400918236473942","3.400918236473942","3.400918236473942","3.4271582611991316","3.4271582611991316","3.4271582611991316","3.4334391480516593","3.4334391480516593","3.4334391480516593","3.392589915134108","3.392589915134108","3.392589915134108"
"424","3.3578041541911756","3.3578041541911756","3.3578041541911756","3.356258293856745","3.356258293856745","3.356258293856745","3.402760509944633","3.402760509944633","3.402760509944633","3.3907746597933954","3.3907746597933954","3.3907746597933954","3.4079611456912495","3.4079611456912495","3.4079611456912495","3.312369293568994","3.312369293568994","3.312369293568994","3.393514567933729","3.393514567933729","3.393514567933729","3.419646241170976","3.419646241170976","3.419646241170976","3.42449206281501","3.42449206281501","3.42449206281501","3.3850587423500196","3.3850587423500196","3.3850587423500196"
"430","3.3496862582843323","3.3496862582843323","3.3496862582843323","3.3472708634403356","3.3472708634403356","3.3472708634403356","3.396695215988647","3.396695215988647","3.396695215988647","3.3841043091795937","3.3841043091795937","3.3841043091795937","3.398583071615995","3.398583071615995","3.398583071615995","3.3027161256126734","3.3027161256126734","3.3027161256126734","3.3889377254354374","3.3889377254354374","3.3889377254354374","3.4103032490786385","3.4103032490786385","3.4103032490786385","3.419293767960785","3.419293767960785","3.419293767960785","3.378766521773375","3.378766521773375","3.378766521773375"
"436","3.345636119013247","3.345636119013247","3.345636119013247","3.3413654459102076","3.3413654459102076","3.3413654459102076","3.3900342051635315","3.3900342051635315","3.3900342051635315","3.379362190470976","3.379362190470976","3.379362190470976","3.392254628183897","3.392254628183897","3.392254628183897","3.2954366512005895","3.2954366512005895","3.2954366512005895","3.3785895673210358","3.3785895673210358","3.3785895673210358","3.4050574805730442","3.4050574805730442","3.4050574805730442","3.4125102477915146","3.4125102477915146","3.4125102477915146","3.3713235095943634","3.3713235095943634","3.3713235095943634"
"442","3.3389999967097017","3.3389999967097017","3.3389999967097017","3.335214620965826","3.335214620965826","3.335214620965826","3.3854196955785727","3.3854196955785727","3.3854196955785727","3.370812418515725","3.370812418515725","3.370812418515725","3.3880627704093524","3.3880627704093524","3.3880627704093524","3.287091727756783","3.287091727756783","3.287091727756783","3.3740434381358155","3.3740434381358155","3.3740434381358155","3.396601175103346","3.396601175103346","3.396601175103346","3.4063952185613724","3.4063952185613724","3.4063952185613724","3.3647473800517713","3.3647473800517713","3.3647473800517713"
"448","3.3315037616988277","3.3315037616988277","3.3315037616988277","3.327587557265826","3.327587557265826","3.327587557265826","3.3777475396690466","3.3777475396690466","3.3777475396690466","3.365077723932388","3.365077723932388","3.365077723932388","3.378947843371145","3.378947843371145","3.378947843371145","3.2813757090922206","3.2813757090922206","3.2813757090922206","3.3671285764640553","3.3671285764640553","3.3671285764640553","3.3857477528359885","3.3857477528359885","3.3857477528359885","3.401607310375594","3.401607310375594","3.401607310375594","3.357850842158813","3.357850842158813","3.357850842158813"
"454","3.3257936736201996","3.3257936736201996","3.3257936736201996","3.319681958774167","3.319681958774167","3.319681958774167","3.37450946474929","3.37450946474929","3.37450946474929","3.3613063627496707","3.3613063627496707","3.3613063627496707","3.3743012631335834","3.3743012631335834","3.3743012631335834","3.2741352731309585","3.2741352731309585","3.2741352731309585","3.362330208349106","3.362330208349106","3.362330208349106","3.379406011927768","3.379406011927768","3.379406011927768","3.392517203870027","3.392517203870027","3.392517203870027","3.3523180640262105","3.3523180640262105","3.3523180640262105"
"460","3.3211418286613794","3.3211418286613794","3.3211418286613794","3.311907551477632","3.311907551477632","3.311907551477632","3.368546528889395","3.368546528889395","3.368546528889395","3.352920071243325","3.352920071243325","3.352920071243325","3.3645873588064443","3.3645873588064443","3.3645873588064443","3.2666055796396396","3.2666055796396396","3.2666055796396396","3.356641356902354","3.356641356902354","3.356641356902354","3.3715081995405503","3.3715081995405503","3.3715081995405503","3.3878273024888297","3.3878273024888297","3.3878273024888297","3.34370204036498","3.34370204036498","3.34370204036498"
"466","3.313659334426646","3.313659334426646","3.313659334426646","3.3055332173471865","3.3055332173471865","3.3055332173471865","3.3576633235072846","3.3576633235072846","3.3576633235072846","3.3441824504481557","3.3441824504481557","3.3441824504481557","3.359089614180348","3.359089614180348","3.359089614180348","3.2581947334587116","3.2581947334587116","3.2581947334587116","3.3493913963932513","3.3493913963932513","3.3493913963932513","3.3649072019035553","3.3649072019035553","3.3649072019035553","3.3830260669483856","3.3830260669483856","3.3830260669483856","3.339902081148094","3.339902081148094","3.339902081148094"
"472","3.3080291848658296","3.3080291848658296","3.3080291848658296","3.298435329781164","3.298435329781164","3.298435329781164","3.3531289106744633","3.3531289106744633","3.3531289106744633","3.340479300150176","3.340479300150176","3.340479300150176","3.354278022980751","3.354278022980751","3.354278022980751","3.2509102260365204","3.2509102260365204","3.2509102260365204","3.3428561955766605","3.3428561955766605","3.3428561955766605","3.3554892244241428","3.3554892244241428","3.3554892244241428","3.3760851521016386","3.3760851521016386","3.3760851521016386","3.33240437568606","3.33240437568606","3.33240437568606"
"478","3.301912637012999","3.301912637012999","3.301912637012999","3.2900661202647803","3.2900661202647803","3.2900661202647803","3.3482146458247737","3.3482146458247737","3.3482146458247737","3.3317193774616016","3.3317193774616016","3.3317193774616016","3.3471332495779635","3.3471332495779635","3.3471332495779635","3.2451752634609448","3.2451752634609448","3.2451752634609448","3.3379327452091303","3.3379327452091303","3.3379327452091303","3.350914896296723","3.350914896296723","3.350914896296723","3.371297620751364","3.371297620751364","3.371297620751364","3.3255352797105795","3.3255352797105795","3.3255352797105795"
"484","3.2981720745106182","3.2981720745106182","3.2981720745106182","3.283574786332562","3.283574786332562","3.283574786332562","3.344724729847725","3.344724729847725","3.344724729847725","3.326463723426585","3.326463723426585","3.326463723426585","3.3407011141862406","3.3407011141862406","3.3407011141862406","3.2375455161799556","3.2375455161799556","3.2375455161799556","3.332015637241666","3.332015637241666","3.332015637241666","3.3433104198607033","3.3433104198607033","3.3433104198607033","3.365122874984351","3.365122874984351","3.365122874984351","3.3208352827355077","3.3208352827355077","3.3208352827355077"
"490","3.2918091067267805","3.2918091067267805","3.2918091067267805","3.276934370360411","3.276934370360411","3.276934370360411","3.3377030472011517","3.3377030472011517","3.3377030472011517","3.322185492881424","3.322185492881424","3.322185492881424","3.332936295767879","3.332936295767879","3.332936295767879","3.2287720911338202","3.2287720911338202","3.2287720911338202","3.32346441800637","3.32346441800637","3.32346441800637","3.336413564889327","3.336413564889327","3.336413564889327","3.3584961128966584","3.3584961128966584","3.3584961128966584","3.3125380753251292","3.3125380753251292","3.3125380753251292"
"496","3.2866352659357174","3.2866352659357174","3.2866352659357174","3.271337775318214","3.271337775318214","3.271337775318214","3.3321354361751196","3.3321354361751196","3.3321354361751196","3.3148049518580325","3.3148049518580325","3.3148049518580325","3.326917782768874","3.326917782768874","3.326917782768874","3.2199817950768237","3.2199817950768237","3.2199817950768237","3.317834769978243","3.317834769978243","3.317834769978243","3.3288013041781648","3.3288013041781648","3.3288013041781648","3.353273470383471","3.353273470383471","3.353273470383471","3.308470727232716","3.308470727232716","3.308470727232716"
"502","3.2787970728276634","3.2787970728276634","3.2787970728276634","3.2652076086424806","3.2652076086424806","3.2652076086424806","3.326385089198647","3.326385089198647","3.326385089198647","3.3080433064409536","3.3080433064409536","3.3080433064409536","3.32074997034829","3.32074997034829","3.32074997034829","3.215085144542977","3.215085144542977","3.215085144542977","3.3119719062010042","3.3119719062010042","3.3119719062010042","3.323946074146749","3.323946074146749","3.323946074146749","3.3489699942986375","3.3489699942986375","3.3489699942986375","3.302185256767761","3.302185256767761","3.302185256767761"
"508","3.2743813918374687","3.2743813918374687","3.2743813918374687","3.2569539391476177","3.2569539391476177","3.2569539391476177","3.3199479570779045","3.3199479570779045","3.3199479570779045","3.301651335128433","3.301651335128433","3.301651335128433","3.3158682371344406","3.3158682371344406","3.3158682371344406","3.207132049533717","3.207132049533717","3.207132049533717","3.306985127651478","3.306985127651478","3.306985127651478","3.3181979985493224","3.3181979985493224","3.3181979985493224","3.3430338960779293","3.3430338960779293","3.3430338960779293","3.2968602933542197","3.2968602933542197","3.2968602933542197"
"514","3.267859061355786","3.267859061355786","3.267859061355786","3.2500082281849267","3.2500082281849267","3.2500082281849267","3.3143891138798747","3.3143891138798747","3.3143891138798747","3.2946415825573077","3.2946415825573077","3.2946415825573077","3.3092500995796965","3.3092500995796965","3.3092500995796965","3.201184951130996","3.201184951130996","3.201184951130996","3.300816238993574","3.300816238993574","3.300816238993574","3.308972994384863","3.308972994384863","3.308972994384863","3.337885431926269","3.337885431926269","3.337885431926269","3.291702157396185","3.291702157396185","3.291702157396185"
"520","3.2665283899477986","3.2665283899477986","3.2665283899477986","3.2417085457335957","3.2417085457335957","3.2417085457335957","3.3089063002935153","3.3089063002935153","3.3089063002935153","3.2897648256453103","3.2897648256453103","3.2897648256453103","3.301975495065265","3.301975495065265","3.301975495065265","3.1960793279320994","3.1960793279320994","3.1960793279320994","3.2959183957570652","3.2959183957570652","3.2959183957570652","3.3025183147176755","3.3025183147176755","3.3025183147176755","3.3312363014806565","3.3312363014806565","3.3312363014806565","3.284679152471635","3.284679152471635","3.284679152471635"
"526","3.260795404539084","3.260795404539084","3.260795404539084","3.2389000142016986","3.2389000142016986","3.2389000142016986","3.300504621642325","3.300504621642325","3.300504621642325","3.2814458065935415","3.2814458065935415","3.2814458065935415","3.2949587475613256","3.2949587475613256","3.2949587475613256","3.1880763125846454","3.1880763125846454","3.1880763125846454","3.2883405898842972","3.2883405898842972","3.2883405898842972","3.296902216913755","3.296902216913755","3.296902216913755","3.3236820048383433","3.3236820048383433","3.3236820048383433","3.277842654596509","3.277842654596509","3.277842654596509"
"532","3.254206035143274","3.254206035143274","3.254206035143274","3.230494593415419","3.230494593415419","3.230494593415419","3.297113531385846","3.297113531385846","3.297113531385846","3.2763285286286297","3.2763285286286297","3.2763285286286297","3.2888829967249995","3.2888829967249995","3.2888829967249995","3.180428079022166","3.180428079022166","3.180428079022166","3.2853460595430923","3.2853460595430923","3.2853460595430923","3.2907922450843676","3.2907922450843676","3.2907922450843676","3.3190967414690102","3.3190967414690102","3.3190967414690102","3.2725605153671617","3.2725605153671617","3.2725605153671617"
"538","3.251564850282791","3.251564850282791","3.251564850282791","3.222955894287285","3.222955894287285","3.222955894287285","3.2918708300041724","3.2918708300041724","3.2918708300041724","3.2704138481403557","3.2704138481403557","3.2704138481403557","3.2830979183811664","3.2830979183811664","3.2830979183811664","3.1755952560688225","3.1755952560688225","3.1755952560688225","3.277514269589768","3.277514269589768","3.277514269589768","3.2837610409387845","3.2837610409387845","3.2837610409387845","3.3136337349177016","3.3136337349177016","3.3136337349177016","3.2682136373446724","3.2682136373446724","3.2682136373446724"
"544","3.2445038566199105","3.2445038566199105","3.2445038566199105","3.217542786122588","3.217542786122588","3.217542786122588","3.2871272527348356","3.2871272527348356","3.2871272527348356","3.2653208172229853","3.2653208172229853","3.2653208172229853","3.2774624922086515","3.2774624922086515","3.2774624922086515","3.1687133970772825","3.1687133970772825","3.1687133970772825","3.2737869399282937","3.2737869399282937","3.2737869399282937","3.278035237965986","3.278035237965986","3.278035237965986","3.3078116998648093","3.3078116998648093","3.3078116998648093","3.2622101901437315","3.2622101901437315","3.2622101901437315"
"550","3.239191011394686","3.239191011394686","3.239191011394686","3.210028216052238","3.210028216052238","3.210028216052238","3.28221788461251","3.28221788461251","3.28221788461251","3.2567224164143243","3.2567224164143243","3.2567224164143243","3.2695496896343768","3.2695496896343768","3.2695496896343768","3.1636236235308832","3.1636236235308832","3.1636236235308832","3.2661633311635088","3.2661633311635088","3.2661633311635088","3.2694980979270643","3.2694980979270643","3.2694980979270643","3.3042501509951814","3.3042501509951814","3.3042501509951814","3.2551069488305875","3.2551069488305875","3.2551069488305875"
"556","3.231862255679372","3.231862255679372","3.231862255679372","3.2051834883287436","3.2051834883287436","3.2051834883287436","3.2731132202441127","3.2731132202441127","3.2731132202441127","3.250379286763613","3.250379286763613","3.250379286763613","3.2646968584231404","3.2646968584231404","3.2646968584231404","3.158202058823822","3.158202058823822","3.158202058823822","3.2633135032165996","3.2633135032165996","3.2633135032165996","3.261577525712035","3.261577525712035","3.261577525712035","3.296349512341687","3.296349512341687","3.296349512341687","3.250633364748162","3.250633364748162","3.250633364748162"
"562","3.229642361631174","3.229642361631174","3.229642361631174","3.200308107354147","3.200308107354147","3.200308107354147","3.271801461039297","3.271801461039297","3.271801461039297","3.2449325451155757","3.2449325451155757","3.2449325451155757","3.2562618060490056","3.2562618060490056","3.2562618060490056","3.1513362257072077","3.1513362257072077","3.1513362257072077","3.254122499309842","3.254122499309842","3.254122499309842","3.258742652890627","3.258742652890627","3.258742652890627","3.2893347990177477","3.2893347990177477","3.2893347990177477","3.2455174929040775","3.2455174929040775","3.2455174929040775"
"568","3.224253124898047","3.224253124898047","3.224253124898047","3.193664975483399","3.193664975483399","3.193664975483399","3.2643903585346155","3.2643903585346155","3.2643903585346155","3.240066986559602","3.240066986559602","3.240066986559602","3.2503484661316935","3.2503484661316935","3.2503484661316935","3.1423332803999373","3.1423332803999373","3.1423332803999373","3.252066144248104","3.252066144248104","3.252066144248104","3.251425429073441","3.251425429073441","3.251425429073441","3.2879553237534545","3.2879553237534545","3.2879553237534545","3.239279289074871","3.239279289074871","3.239279289074871"
"574","3.2199006525756757","3.2199006525756757","3.2199006525756757","3.1851919054070397","3.1851919054070397","3.1851919054070397","3.2566258547556064","3.2566258547556064","3.2566258547556064","3.232818955350715","3.232818955350715","3.232818955350715","3.241715614143235","3.241715614143235","3.241715614143235","3.1371431036678423","3.1371431036678423","3.1371431036678423","3.2438664512561104","3.2438664512561104","3.2438664512561104","3.2448424116120007","3.2448424116120007","3.2448424116120007","3.2788104937814384","3.2788104937814384","3.2788104937814384","3.2353980269883293","3.2353980269883293","3.2353980269883293"
"580","3.2128480688080456","3.2128480688080456","3.2128480688080456","3.179146514219396","3.179146514219396","3.179146514219396","3.2539617451255585","3.2539617451255585","3.2539617451255585","3.2279394682106153","3.2279394682106153","3.2279394682106153","3.236698660399298","3.236698660399298","3.236698660399298","3.134513924493814","3.134513924493814","3.134513924493814","3.2390767899925446","3.2390767899925446","3.2390767899925446","3.2395634486547213","3.2395634486547213","3.2395634486547213","3.2745701059356067","3.2745701059356067","3.2745701059356067","3.2302681256438155","3.2302681256438155","3.2302681256438155"
"586","3.2086505005731607","3.2086505005731607","3.2086505005731607","3.17402095014177","3.17402095014177","3.17402095014177","3.247491978623373","3.247491978623373","3.247491978623373","3.22197701620019","3.22197701620019","3.22197701620019","3.2310777140395417","3.2310777140395417","3.2310777140395417","3.126838935000817","3.126838935000817","3.126838935000817","3.2323950248606064","3.2323950248606064","3.2323950248606064","3.230981421287712","3.230981421287712","3.230981421287712","3.2694033722743354","3.2694033722743354","3.2694033722743354","3.2247315614729586","3.2247315614729586","3.2247315614729586"
"592","3.204192925901974","3.204192925901974","3.204192925901974","3.1670356946223226","3.1670356946223226","3.1670356946223226","3.2397140002311646","3.2397140002311646","3.2397140002311646","3.2117834197895605","3.2117834197895605","3.2117834197895605","3.2249029481502447","3.2249029481502447","3.2249029481502447","3.1199962699504766","3.1199962699504766","3.1199962699504766","3.2285694704031394","3.2285694704031394","3.2285694704031394","3.2275325651363946","3.2275325651363946","3.2275325651363946","3.260991287658282","3.260991287658282","3.260991287658282","3.2183625146251202","3.2183625146251202","3.2183625146251202"
"598","3.1978306532515894","3.1978306532515894","3.1978306532515894","3.161731250145856","3.161731250145856","3.161731250145856","3.236274320756078","3.236274320756078","3.236274320756078","3.209774483195351","3.209774483195351","3.209774483195351","3.220634686672474","3.220634686672474","3.220634686672474","3.114926062581484","3.114926062581484","3.114926062581484","3.2243561519076454","3.2243561519076454","3.2243561519076454","3.2172217317249463","3.2172217317249463","3.2172217317249463","3.2554500078606177","3.2554500078606177","3.2554500078606177","3.2126212998119463","3.2126212998119463","3.2126212998119463"